index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
407,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,335165.983658613,Küçük Şehir,Kozmetik,8112.46396437895,46.9743791023833,Ediyor,obek_8,153.581441866442
408,Erkek,31-40,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,952407.885393183,Büyük Şehir,Ev ve Mobilya,35743.9043976915,45.2491410527603,Etmiyor,obek_4,94.9936203461985
409,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,285500.539727656,Küçük Şehir,Giyim,9658.54289062648,45.5908657509491,Ediyor,obek_2,115.65722566158
410,Kadın,31-40,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,343459.184479949,Köy veya Kasaba,Giyim,26318.8317854749,18.9238158646262,Ediyor,obek_7,113.431917764517
411,Erkek,31-40,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,233070.31199647,Küçük Şehir,Giyim,5735.74007349033,6.32152588050217,Etmiyor,obek_1,12.3010712279362
412,Erkek,>60,Bekar,Ortaokul Mezunu,Kendi İşinin Sahibi,387260.017897418,Köy veya Kasaba,Ev ve Mobilya,7318.09144167942,14.6015496059276,Etmiyor,obek_3,24.1018178690527
413,Kadın,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,215437.241812872,Küçük Şehir,Giyim,4047.55707737578,9.65932297571738,Etmiyor,obek_5,101.110615103583
414,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,208197.726590772,Köy veya Kasaba,Giyim,4138.24305781492,8.84684212408206,Etmiyor,obek_5,95.8784000988202
415,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,269992.415124668,Büyük Şehir,Spor Malzemeleri,9579.04655385734,48.9598060619456,Ediyor,obek_8,147.616732422215
416,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,218595.419971289,Küçük Şehir,Spor Malzemeleri,4399.62814267077,9.16905150289202,Etmiyor,obek_5,103.66487915861
417,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,275082.962318495,Küçük Şehir,Giyim,9625.2178216158,45.4457827009889,Ediyor,obek_8,92.2987597002194
418,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,849444.343786576,Büyük Şehir,Giyim,27319.7859585508,45.2683609359899,Etmiyor,obek_4,96.9558303753954
419,Erkek,41-50,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,334824.356574633,Büyük Şehir,Elektronik ve Teknolojik Ürünler,25043.6073071856,17.7251492596608,Etmiyor,obek_8,82.5047425908672
420,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,794769.5458486,Büyük Şehir,Spor Malzemeleri,36755.6056669062,37.1250420276901,Etmiyor,obek_4,103.046877745935
421,Kadın,>60,Bekar,Üniversite Mezunu,Emekli,487255.206761468,Kırsal,Giyim,40427.5942859457,30.0679878342158,Etmiyor,obek_6,55.2617554471515
422,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,893487.124249899,Büyük Şehir,Kozmetik,36290.3139759414,39.8093374233403,Etmiyor,obek_4,106.18851998963
423,Erkek,51-60,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,516159.990983051,Kırsal,Spor Malzemeleri,34733.6448471865,29.4928818629848,Etmiyor,obek_6,43.4651931838562
424,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,481360.053136169,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,43143.6734897212,30.2934247721532,Etmiyor,obek_6,52.0132974427789
425,Erkek,18-30,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,264275.24508072,Kırsal,Giyim,4289.19253776112,0.69485428626578,Etmiyor,obek_1,11.0083325151353
426,Kadın,41-50,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,119717.478043657,Köy veya Kasaba,Ev ve Mobilya,4099.28186928012,27.092339979209,Etmiyor,obek_2,46.1467772133307
427,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,210931.251658882,Küçük Şehir,Giyim,4270.9470401761,9.45698191467885,Etmiyor,obek_5,100.37153542528
428,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,212389.802659256,Köy veya Kasaba,Spor Malzemeleri,3430.34321657976,10.3821937005699,Etmiyor,obek_5,111.987065258075
429,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,172573.756836268,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3524.29031298911,11.0583846651132,Etmiyor,obek_5,105.938449172517
430,Kadın,31-40,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,849524.606490341,Büyük Şehir,Ev ve Mobilya,36594.2637783566,42.354848206515,Etmiyor,obek_4,107.098317545215
431,Kadın,18-30,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,192574.739594658,Küçük Şehir,Ev ve Mobilya,3988.33710282327,20.9740756789882,Etmiyor,obek_2,40.5881081358655
432,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,154508.601482779,Küçük Şehir,Spor Malzemeleri,5899.99503960835,15.1279388879687,Etmiyor,obek_3,19.9011635844901
433,Kadın,41-50,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,162584.624963563,Büyük Şehir,Giyim,3582.8529804432,25.270009781784,Etmiyor,obek_2,63.8965075394986
434,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,278122.909440813,Büyük Şehir,Spor Malzemeleri,8721.11317853154,55.7574290057611,Etmiyor,obek_8,158.030441679377
435,Kadın,51-60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,199485.525267498,Kırsal,Kozmetik,5957.26844595997,4.04791406649225,Etmiyor,obek_1,10.5506534344336
436,Kadın,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,195117.957700406,Köy veya Kasaba,Ev ve Mobilya,4109.82793117645,20.7064222470763,Etmiyor,obek_2,47.1438131894255
437,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,337720.98707639,Büyük Şehir,Elektronik ve Teknolojik Ürünler,28293.7263276984,20.0590594304663,Etmiyor,obek_7,110.646927462855
438,Kadın,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,229594.845666013,Küçük Şehir,Ev ve Mobilya,10264.0829748445,51.4283263309771,Ediyor,obek_8,174.321083884383
439,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,189130.419019691,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9150.88691336477,55.1713088650384,Ediyor,obek_8,194.795768248604
440,Erkek,51-60,Bekar,İlkokul Mezunu,Kendi İşinin Sahibi,468645.659670994,Köy veya Kasaba,Ev ve Mobilya,42128.0887958419,31.0932833294912,Etmiyor,obek_5,49.6641873343735
441,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,219479.927120109,Küçük Şehir,Spor Malzemeleri,4261.51889479714,10.800741517318,Etmiyor,obek_5,111.107736624877
442,Erkek,31-40,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,825214.099181335,Büyük Şehir,Spor Malzemeleri,33057.1396373769,38.2249076262382,Etmiyor,obek_4,130.585271560205
443,Erkek,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,196465.697016585,Köy veya Kasaba,Spor Malzemeleri,3895.30936476515,9.28440570114347,Etmiyor,obek_5,100.920379488283
444,Kadın,51-60,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,185003.79137196,Kırsal,Giyim,4790.2519427153,28.0298253354822,Etmiyor,obek_2,59.3194254951934
445,Kadın,51-60,Evli,Yüksekokul Mezunu,Emekli,495535.187266953,Köy veya Kasaba,Giyim,44757.4646956985,28.3305823431479,Etmiyor,obek_6,49.7800393978425
446,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,174228.018275321,Küçük Şehir,Ev ve Mobilya,4553.58725636432,20.4852837869886,Etmiyor,obek_2,44.5455315150776
447,Kadın,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,483278.533482219,Küçük Şehir,Kozmetik,37087.3100939372,27.7331398444679,Etmiyor,obek_6,45.4998721276671
448,Kadın,51-60,Evli,Lise Mezunu,Emekli,290364.303140064,Büyük Şehir,Giyim,6579.99463628188,16.3748549689213,Etmiyor,obek_3,20.2343635251465
449,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,235665.570343874,Köy veya Kasaba,Spor Malzemeleri,4302.51202516393,10.2392035378133,Etmiyor,obek_5,98.9874583626803
450,Kadın,18-30,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,317423.882422433,Büyük Şehir,Giyim,26303.190044727,19.4844692723638,Ediyor,obek_7,78.9990717618832
451,Kadın,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,962605.374340075,Büyük Şehir,Kozmetik,34294.5836557514,42.4814053240261,Etmiyor,obek_4,91.7912303132259
452,Erkek,41-50,Bekar,Üniversite Mezunu,Emekli,501398.52381807,Küçük Şehir,Giyim,36934.9185028846,32.2241581545898,Etmiyor,obek_6,48.8022836835664
453,Erkek,>60,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,310940.067497262,Küçük Şehir,Ev ve Mobilya,6771.77627030452,14.6695753837745,Etmiyor,obek_3,21.1984532577008
454,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,186750.62204349,Küçük Şehir,Spor Malzemeleri,3958.80021966928,10.0378681454003,Etmiyor,obek_5,112.682735522611
455,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,489972.715488504,Kırsal,Spor Malzemeleri,40155.6364053395,32.1065953399311,Etmiyor,obek_6,55.0881758271288
456,Erkek,41-50,Bekar,Yüksek Lisans Mezunu,Emekli,346946.071723726,Büyük Şehir,Ev ve Mobilya,19882.9089041711,19.5505699432741,Etmiyor,obek_7,108.070205309394
457,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,359241.343579775,Küçük Şehir,Ev ve Mobilya,27003.8936449117,16.7505184139001,Etmiyor,obek_6,109.334935124141
458,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,213657.639608683,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4197.51973015219,8.70282156110365,Ediyor,obek_5,95.872746463165
459,Erkek,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,224403.710460745,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3626.48495276074,10.4471561343639,Etmiyor,obek_5,95.8441116844981
460,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,161648.009125135,Küçük Şehir,Ev ve Mobilya,3505.60645695895,19.1367693339628,Etmiyor,obek_2,43.7815806645255
461,Kadın,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,366537.685126971,Büyük Şehir,Ev ve Mobilya,22427.752056556,18.56799829844,Etmiyor,obek_7,107.357194343028
462,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,341868.373710962,Küçük Şehir,Ev ve Mobilya,25234.3084333263,21.0045358095464,Etmiyor,obek_7,102.283693823122
463,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,871865.961020763,Büyük Şehir,Ev ve Mobilya,35156.5521663375,39.2909913662184,Etmiyor,obek_4,95.6086122460457
464,Erkek,31-40,Evli,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,765766.621031757,Büyük Şehir,Spor Malzemeleri,34692.197996396,47.033503363431,Etmiyor,obek_4,90.6051763183464
465,Erkek,51-60,Evli,Lise Mezunu,Kendi İşinin Sahibi,274043.828715297,Küçük Şehir,Spor Malzemeleri,6465.79517296249,14.4758231888339,Etmiyor,obek_3,14.4758231888339
466,Erkek,31-40,Bekar,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,887033.981145727,Büyük Şehir,Giyim,37515.8345487213,38.8385574939031,Ediyor,obek_4,101.331412799673
467,Kadın,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,157910.091393056,Küçük Şehir,Kozmetik,4269.69754228023,28.8824869396298,Etmiyor,obek_2,50.2262233517287
468,Kadın,18-30,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,265258.577614152,Küçük Şehir,Spor Malzemeleri,10016.6484457402,56.641936485761,Ediyor,obek_8,150.492762126508
469,Kadın,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,172660.02531501,Küçük Şehir,Ev ve Mobilya,3956.3200263323,19.7706063634663,Etmiyor,obek_2,34.0788410821339
470,Erkek,41-50,Bekar,Ortaokul Mezunu,Kendi İşinin Sahibi,278048.914508777,Küçük Şehir,Spor Malzemeleri,7273.98658562372,16.5978293745309,Etmiyor,obek_3,20.7634221886629
471,Erkek,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,260967.653807051,Küçük Şehir,Spor Malzemeleri,6257.51083562626,15.4683143264585,Ediyor,obek_3,15.4683143264585
472,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,295936.954015355,Büyük Şehir,Kozmetik,8395.79575029977,51.1075700423627,Etmiyor,obek_8,139.565608676846
473,Erkek,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,259756.759343298,Kırsal,Giyim,5596.49996044508,2.75726177674714,Etmiyor,obek_1,8.93670119406082
474,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,265624.340851783,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9323.62184612965,55.0270521071777,Ediyor,obek_8,128.769224363712
475,Erkek,18-30,Evli,Eğitimsiz,Kendi İşinin Sahibi,334096.055426649,Küçük Şehir,Spor Malzemeleri,7200.63105895595,15.9471435340478,Etmiyor,obek_3,17.5184777635211
476,Erkek,>60,Bekar,Üniversite Mezunu,Emekli,494088.385259795,Köy veya Kasaba,Spor Malzemeleri,42559.7111008357,29.7370454319866,Etmiyor,obek_6,51.1265303003923
477,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,213108.413812115,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4731.80619465041,7.89248832045969,Etmiyor,obek_5,109.010037974474
478,Erkek,31-40,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,374388.30246751,Köy veya Kasaba,Giyim,6593.99142226959,14.6375489995005,Etmiyor,obek_3,21.9800361971991
479,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,203410.191486281,Büyük Şehir,Giyim,9020.95546865103,50.6667257054081,Ediyor,obek_8,155.649355233556
480,Erkek,51-60,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,238628.731362063,Büyük Şehir,Giyim,5734.86225769422,5.32167720876153,Etmiyor,obek_1,11.7204569684243
481,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,191539.814214892,Küçük Şehir,Spor Malzemeleri,3647.72480681536,8.78088738826289,Etmiyor,obek_5,109.73307108333
482,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,203234.430966348,Büyük Şehir,Kozmetik,8871.75086755727,51.8190586861862,Ediyor,obek_8,185.161818378914
483,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,351437.012606617,Büyük Şehir,Giyim,27207.3202197385,20.2894005561271,Etmiyor,obek_7,124.044352364205
484,Erkek,18-30,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,901596.769308426,Büyük Şehir,Ev ve Mobilya,33729.8626714645,41.1418360161788,Etmiyor,obek_4,106.818934176942
485,Kadın,31-40,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,351332.245765486,Küçük Şehir,Giyim,27768.1369808673,22.1398324478556,Etmiyor,obek_7,99.7098447804627
486,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,234381.956100091,Küçük Şehir,Spor Malzemeleri,3687.87584974967,7.28229603493787,Etmiyor,obek_5,97.7994440002804
487,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,239087.207094918,Büyük Şehir,Giyim,4078.89662825701,10.6610996622767,Etmiyor,obek_5,114.901882361405
488,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,225588.480561354,Küçük Şehir,Ev ve Mobilya,8332.74689145987,50.2803277182713,Ediyor,obek_8,169.591554357463
489,Erkek,51-60,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,131127.775305363,Kırsal,Giyim,6208.61290083168,2.01835740827071,Etmiyor,obek_1,10.2291159385804
490,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,237746.333544183,Köy veya Kasaba,Spor Malzemeleri,3900.7514863038,8.40536694848042,Etmiyor,obek_5,108.396669787015
491,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,253745.556068089,Büyük Şehir,Kozmetik,8244.48445789484,58.1676782606452,Ediyor,obek_8,185.987962263298
492,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,182290.716504341,Köy veya Kasaba,Spor Malzemeleri,3646.66063231551,10.0025826089552,Etmiyor,obek_5,91.7820984393721
493,Erkek,41-50,Bekar,Lise Mezunu,Kendi İşinin Sahibi,157799.455307337,Büyük Şehir,Ev ve Mobilya,6940.22152658051,15.0216218156847,Etmiyor,obek_3,20.6092036844025
494,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,311212.090050804,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7463.68156783504,14.0174671399854,Etmiyor,obek_3,20.6120570166598
495,Erkek,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,191707.349989758,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3754.69463819608,8.41379638359038,Etmiyor,obek_5,98.3114858429473
496,Kadın,51-60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,186767.650743462,Küçük Şehir,Giyim,4394.40384747226,28.2954834217095,Etmiyor,obek_8,31.2906703140791
497,Erkek,>60,Evli,Yüksekokul Mezunu,Emekli,489547.33952456,Köy veya Kasaba,Spor Malzemeleri,39087.5916810333,29.6135608132708,Etmiyor,obek_6,46.4935392028303
498,Kadın,31-40,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,245700.989497355,Küçük Şehir,Kozmetik,4925.47349763374,3.52644530732727,Etmiyor,obek_1,8.30823614821626
499,Kadın,18-30,Bekar,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,147425.187681689,Küçük Şehir,Ev ve Mobilya,3776.467956641,13.5623337161931,Etmiyor,obek_2,52.6942557040727
500,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,370578.736428017,Köy veya Kasaba,Ev ve Mobilya,28999.0541613951,21.0005680195354,Etmiyor,obek_7,108.523365169603
501,Kadın,18-30,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,231114.301270923,Büyük Şehir,Spor Malzemeleri,8532.08897900634,43.5689730354752,Etmiyor,obek_8,169.314660761667
502,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,213708.385084363,Köy veya Kasaba,Spor Malzemeleri,3704.89510426895,10.2835107234226,Etmiyor,obek_5,92.2939821639295
503,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,362572.679870586,Küçük Şehir,Giyim,29248.6279868227,22.5385294252002,Etmiyor,obek_7,109.497684862898
504,Kadın,18-30,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,242144.331026922,Küçük Şehir,Giyim,8897.65208211866,54.6741286870337,Ediyor,obek_8,107.574275180945
505,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,334584.668662358,Büyük Şehir,Ev ve Mobilya,23970.0160319976,17.1949930566622,Etmiyor,obek_7,114.079375575222
506,Erkek,41-50,Bekar,Doktora Ötesi,Emekli,477415.934700633,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,42750.2929214402,30.0059304140231,Etmiyor,obek_6,53.1743283732762
507,Kadın,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,258641.736648851,Büyük Şehir,Kozmetik,4098.8847076453,4.1988913850972,Etmiyor,obek_1,8.80922559924307
508,Kadın,31-40,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,200820.806123074,Köy veya Kasaba,Kozmetik,5168.04383783103,3.01849036965195,Etmiyor,obek_1,10.4108337736781
509,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,873342.146135903,Kırsal,Ev ve Mobilya,34095.9334863545,42.2281579760384,Etmiyor,obek_4,108.949220425931
510,Kadın,31-40,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,476116.161494388,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,44004.9669295155,29.6888420590928,Etmiyor,obek_6,50.7360722470151
511,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,495144.424081986,Küçük Şehir,Giyim,39216.8132171739,31.9714304518339,Etmiyor,obek_6,50.3422847614023
512,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,502435.14141622,Büyük Şehir,Elektronik ve Teknolojik Ürünler,42325.0746543916,27.6442760902179,Etmiyor,obek_6,42.0326510523924
513,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,430201.154896766,Köy veya Kasaba,Spor Malzemeleri,7337.81897501142,15.6130575430172,Etmiyor,obek_3,20.4439379089719
514,Erkek,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,329503.270139025,Büyük Şehir,Giyim,23833.7419681656,18.0729205755124,Etmiyor,obek_7,112.261489086047
515,Kadın,51-60,Evli,İlkokul Mezunu,Emekli,511336.564186383,Köy veya Kasaba,Kozmetik,36662.6062930186,33.1641073393147,Etmiyor,obek_6,48.1489067795802
516,Kadın,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,708757.380757248,Büyük Şehir,Spor Malzemeleri,33571.6390249414,43.4039701394515,Ediyor,obek_4,95.3843547207702
517,Kadın,51-60,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,498800.002165541,Kırsal,Giyim,43853.7898116735,31.4740385352897,Etmiyor,obek_2,47.1318628804622
518,Kadın,>60,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,185187.539551896,Kırsal,Ev ve Mobilya,3758.55506284343,19.766353910059,Etmiyor,obek_2,60.3843760413865
519,Kadın,41-50,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,213366.952480881,Köy veya Kasaba,Kozmetik,4713.85650190237,3.12289375181275,Etmiyor,obek_1,12.3287508084655
520,Kadın,18-30,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,934457.903996799,Büyük Şehir,Kozmetik,34783.9608490207,40.1200970108862,Etmiyor,obek_1,102.10658170453
521,Kadın,51-60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,133073.435233646,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3744.90502620201,25.910193799148,Etmiyor,obek_2,60.5120895742657
522,Kadın,>60,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,345867.645770753,Küçük Şehir,Ev ve Mobilya,29157.2635836284,25.976025250629,Etmiyor,obek_7,97.2028631287932
523,Kadın,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,380947.151083842,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7317.49404015675,14.5481695764536,Etmiyor,obek_3,17.4165727561033
524,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,354718.495613318,Büyük Şehir,Ev ve Mobilya,27989.9452504528,22.0384842335351,Etmiyor,obek_7,109.011527146753
525,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,198683.349948355,Küçük Şehir,Spor Malzemeleri,8908.60806084668,57.694088712042,Ediyor,obek_8,151.999942964692
